date,state,cogs
2017-09-30,New Jersey,32.5503
2017-09-30,New York,6962.917399999998
2017-09-30,North Carolina,1957.2151
2017-09-30,Ohio,2052.7511
2017-09-30,Oklahoma,6.8148
2017-09-30,Oregon,46.0674
2017-09-30,Pennsylvania,6599.9541
2017-09-30,Rhode Island,1839.699
2017-09-30,South Carolina,13.478400000000002
2017-09-30,Tennessee,537.6427000000001
2017-09-30,Texas,6594.4948
2017-09-30,Virginia,3050.1405
2017-09-30,Washington,1840.6110000000003
2017-09-30,Wisconsin,587.1660999999999
2017-08-31,Alabama,137.935
2017-08-31,California,9639.7369
2017-08-31,Colorado,231.31920000000002
2017-08-31,Florida,1472.6372
2017-08-31,Georgia,145.50119999999998
2017-08-31,Illinois,1001.4666000000001
2017-08-31,Iowa,3.3696000000000006
2017-08-31,Louisiana,69.5224
2017-08-31,Michigan,1088.0724
2017-08-31,Mississippi,23.1066
2017-08-31,New York,3964.2602999999995
2017-08-31,North Carolina,1552.4871
2017-08-31,Ohio,1074.4932
2017-08-31,Oklahoma,274.2198
2017-08-31,Oregon,44.7984
2017-08-31,Pennsylvania,1307.4252000000001
2017-08-31,Tennessee,37.2834
2017-08-31,Texas,5804.739700000001
2017-08-31,Virginia,158.87079999999997
2017-08-31,Washington,1623.581
2017-08-31,Wisconsin,300.6066
2017-07-31,Alabama,21.75
2017-07-31,Arizona,520.8866999999999
2017-07-31,California,5095.0736
2017-07-31,Colorado,2986.7802000000006
2017-07-31,Florida,1254.3262000000002
2017-07-31,Georgia,1153.7818
2017-07-31,Illinois,1350.6998
2017-07-31,Kentucky,101.3832
2017-07-31,Louisiana,51.972
2017-07-31,Maryland,74.99160000000002
2017-07-31,Michigan,939.8335000000001
2017-07-31,Mississippi,2829.3244000000004
2017-07-31,Missouri,497.69759999999997
2017-07-31,Nevada,61.202
2017-07-31,New Jersey,462.3604
2017-07-31,New York,2814.552899999999
2017-07-31,North Carolina,368.14820000000003
2017-07-31,Ohio,1654.2015000000001
2017-07-31,Oregon,278.478
2017-07-31,Pennsylvania,4495.733
2017-07-31,Rhode Island,20.596200000000003
2017-07-31,South Carolina,344.8978000000001
2017-07-31,Texas,2765.2802
2017-07-31,Utah,1121.7778000000003
2017-07-31,Virginia,10.1806
2017-07-31,Washington,843.6314
2017-07-31,Wisconsin,675.2547000000001
2017-06-30,Alabama,877.6006000000001
2017-06-30,Arkansas,398.06429999999995
2017-06-30,California,15535.665500000003
2017-06-30,Colorado,1549.7181
2017-06-30,Connecticut,425.0933
2017-06-30,Delaware,664.1278
2017-06-30,District of Columbia,46.167
2017-06-30,Florida,1263.665
2017-06-30,Illinois,3230.8036
2017-06-30,Indiana,317.4552
2017-06-30,Kansas,10.205999999999998
2017-06-30,Massachusetts,564.1338
2017-06-30,Michigan,602.4418000000001
2017-06-30,Minnesota,519.705
2017-06-30,Mississippi,135.6924
2017-06-30,New Jersey,300.1256
2017-06-30,New York,4558.4982
2017-06-30,Ohio,1398.601
2017-06-30,Oklahoma,40.385099999999994
2017-06-30,Pennsylvania,2430.3046000000004
2017-06-30,Tennessee,147.5546
2017-06-30,Texas,1248.8952000000002
2017-06-30,Virginia,3386.4831999999997
2017-06-30,Washington,1184.1318
2017-06-30,Wisconsin,773.4926000000002
2017-05-31,Alabama,2.5398000000000005
2017-05-31,Arizona,226.3373
2017-05-31,Arkansas,72.9756
2017-05-31,California,3375.4721
2017-05-31,Colorado,92.6682
2017-05-31,Connecticut,762.4953
2017-05-31,Delaware,169.568
2017-05-31,Florida,726.3403000000001
2017-05-31,Georgia,1151.8315000000002
2017-05-31,Illinois,3344.5982
2017-05-31,Indiana,15.193999999999999
2017-05-31,Kentucky,42.7356
2017-05-31,Michigan,3042.4284
2017-05-31,Mississippi,343.658
2017-05-31,Missouri,39.2256
2017-05-31,Nevada,3585.956
2017-05-31,New Jersey,1205.2674000000002
2017-05-31,New York,5251.795599999999
2017-05-31,North Carolina,1459.9851
2017-05-31,Ohio,2428.4312999999997
2017-05-31,Pennsylvania,8502.588000000002
2017-05-31,Rhode Island,57.099599999999995
2017-05-31,Tennessee,542.6584
2017-05-31,Texas,2953.2948
2017-05-31,Virginia,637.8552000000001
2017-05-31,Washington,114.92139999999999
2017-05-31,Wisconsin,15.625200000000001
2017-04-30,Arizona,3361.5335000000005
2017-04-30,Arkansas,156.75519999999997
2017-04-30,California,5367.722500000001
2017-04-30,Colorado,1192.0044
2017-04-30,Connecticut,43.73100000000001
2017-04-30,Georgia,288.55219999999997
2017-04-30,Illinois,2444.4065
2017-04-30,Indiana,184.25199999999998
2017-04-30,Maryland,13.281799999999999
2017-04-30,Michigan,386.0972
2017-04-30,Missouri,77.958
2017-04-30,Nebraska,20.0445
2017-04-30,New Jersey,6773.7592
2017-04-30,New York,4337.6439
2017-04-30,North Carolina,1195.9210999999998
2017-04-30,Ohio,1611.3115
2017-04-30,Pennsylvania,1845.0333
2017-04-30,Tennessee,175.17399999999998
2017-04-30,Texas,5895.373299999999
2017-04-30,Vermont,958.115
2017-04-30,Virginia,722.4784
2017-04-30,Washington,55.984899999999996
2017-04-30,Wisconsin,1089.3562000000002
2017-03-31,Arizona,443.0685
2017-03-31,California,14623.9709
2017-03-31,Colorado,317.08119999999997
2017-03-31,Connecticut,111.86
2017-03-31,Delaware,749.5059000000001
2017-03-31,Florida,1391.463
2017-03-31,Georgia,458.4342
2017-03-31,Idaho,20.4984
2017-03-31,Illinois,1171.567
2017-03-31,Indiana,173.43119999999996
2017-03-31,Louisiana,6.739200000000001
2017-03-31,Maryland,1433.1615000000002
2017-03-31,Massachusetts,341.02459999999996
2017-03-31,Michigan,168.9574
2017-03-31,Minnesota,35.462399999999995
2017-03-31,Mississippi,245.74960000000002
2017-03-31,Missouri,550.7564
2017-03-31,Nevada,39.248599999999996
2017-03-31,New Hampshire,102.38719999999999
2017-03-31,New Jersey,275.3782
2017-03-31,New York,4854.1907
2017-03-31,North Carolina,199.69389999999999
2017-03-31,Ohio,678.0302999999999
2017-03-31,Oklahoma,1042.8345
2017-03-31,Oregon,532.8249000000001
2017-03-31,Pennsylvania,4359.285499999999
2017-03-31,Tennessee,1121.2529999999997
2017-03-31,Texas,8965.864000000001
2017-03-31,Virginia,251.2388
2017-03-31,Washington,372.12
2017-03-31,Wisconsin,40.7976
2017-02-28,Arizona,10.4168
2017-02-28,California,2872.5644999999995
2017-02-28,Florida,468.1286
2017-02-28,Georgia,3271.7727
2017-02-28,Illinois,2960.4042
2017-02-28,Kentucky,927.4172
2017-02-28,Maryland,679.0083
2017-02-28,Mississippi,195.4932
2017-02-28,New Jersey,203.1664
2017-02-28,New York,1378.3908000000001
2017-02-28,North Carolina,1001.0787000000001
2017-02-28,Ohio,48.928799999999995
2017-02-28,Oklahoma,69.23070000000001
2017-02-28,Pennsylvania,35.985
2017-02-28,Tennessee,161.33339999999998
2017-02-28,Texas,402.866
2017-02-28,Virginia,6104.755
2017-02-28,Washington,535.8108
2017-02-28,Wisconsin,353.0304
2017-01-31,California,4868.626700000001
2017-01-31,Connecticut,197.37959999999998
2017-01-31,Florida,209.4472
2017-01-31,Georgia,284.4
2017-01-31,Illinois,39.105000000000004
2017-01-31,Kentucky,318.0998
2017-01-31,Maryland,300.379
2017-01-31,Massachusetts,11.766
2017-01-31,Michigan,269.2502
2017-01-31,Mississippi,15.68
2017-01-31,Montana,335.489
2017-01-31,New Hampshire,579.8818
2017-01-31,New Jersey,218.1147
2017-01-31,New York,1045.5448999999999
2017-01-31,North Carolina,1963.5044
2017-01-31,Ohio,305.6611
2017-01-31,Oklahoma,1248.9569999999999
2017-01-31,Pennsylvania,188.84599999999998
2017-01-31,Texas,650.6741
2017-01-31,Vermont,1219.8696
2017-01-31,Washington,198.6579
2017-01-31,Wisconsin,1214.9577000000002
2016-12-31,Arizona,1664.8413999999998
2016-12-31,Arkansas,56.946600000000004
2016-12-31,California,10285.3471
2016-12-31,Colorado,2524.9678999999996
2016-12-31,Florida,715.6535
2016-12-31,Georgia,409.9152
2016-12-31,Illinois,3581.5475
2016-12-31,Indiana,567.3392
2016-12-31,Kentucky,373.3846
2016-12-31,Maryland,829.7401000000001
2016-12-31,Massachusetts,29.0488
2016-12-31,Michigan,4159.2168
2016-12-31,Mississippi,44.7248
2016-12-31,Missouri,3014.4204000000004
2016-12-31,Nebraska,67.8724
2016-12-31,Nevada,1229.391
2016-12-31,New Hampshire,3005.8765
2016-12-31,New Mexico,4.8024
2016-12-31,New York,8419.5077
2016-12-31,North Carolina,1190.055
2016-12-31,Ohio,10897.451599999999
2016-12-31,Oregon,283.9716
2016-12-31,Pennsylvania,3833.6851999999994
2016-12-31,Tennessee,3123.7296
2016-12-31,Texas,4123.9845000000005
2016-12-31,Virginia,465.4154000000001
2016-12-31,Washington,5612.2306
2016-12-31,Wisconsin,283.7744
2016-11-30,Arizona,345.617
2016-11-30,Arkansas,256.666
2016-11-30,California,8111.4925
2016-11-30,Colorado,1303.5049
2016-11-30,Delaware,1121.8385
2016-11-30,Florida,4452.799800000001
2016-11-30,Idaho,818.1612
2016-11-30,Illinois,632.5539
2016-11-30,Indiana,945.6118999999999
2016-11-30,Iowa,187.41159999999996
2016-11-30,Kentucky,67.6408
2016-11-30,Massachusetts,1112.2144999999998
2016-11-30,Michigan,652.2665999999999
2016-11-30,Minnesota,1520.7768
2016-11-30,Missouri,841.2990000000002
2016-11-30,Montana,339.69179999999994
2016-11-30,Nevada,166.4112
2016-11-30,New Jersey,1903.5413999999998
2016-11-30,New Mexico,994.6042
2016-11-30,New York,12552.385300000002
2016-11-30,North Carolina,376.63020000000006
2016-11-30,Ohio,971.8099
2016-11-30,Oklahoma,1532.1462000000001
2016-11-30,Oregon,1500.7495999999999
2016-11-30,Pennsylvania,2976.1535999999996
2016-11-30,Tennessee,622.1447999999999
2016-11-30,Texas,4122.852
2016-11-30,Utah,163.6677
2016-11-30,Vermont,3928.173
2016-11-30,Virginia,1364.3916
2016-11-30,Washington,692.3811
2016-11-30,Wisconsin,1694.9238
2016-10-31,Arizona,179.6684
2016-10-31,California,8169.1037
2016-10-31,Colorado,757.2783000000001
2016-10-31,Connecticut,13.719
2016-10-31,Delaware,388.9026
2016-10-31,Florida,3650.1864
2016-10-31,Georgia,349.71659999999997
2016-10-31,Illinois,405.45079999999996
2016-10-31,Indiana,300.03159999999997
2016-10-31,Kentucky,270.4746
2016-10-31,Maryland,13.8726
2016-10-31,Massachusetts,230.50900000000001
2016-10-31,Michigan,1291.3637
2016-10-31,Nevada,55.552
2016-10-31,New Hampshire,17.22
2016-10-31,New Jersey,135.03799999999998
2016-10-31,New York,4281.5848000000005
2016-10-31,North Carolina,12.792
2016-10-31,Ohio,467.7898
2016-10-31,Oregon,1370.2138
2016-10-31,Pennsylvania,85.43520000000001
2016-10-31,Tennessee,27.491800000000005
2016-10-31,Texas,4680.972100000001
2016-10-31,Virginia,1470.6110000000003
2016-10-31,Washington,348.9377
2016-09-30,Alabama,1425.0538
2016-09-30,Arizona,1389.9738
2016-09-30,California,10354.131400000002
2016-09-30,Colorado,20.636000000000003
2016-09-30,Connecticut,535.2525
2016-09-30,Florida,750.8212
2016-09-30,Georgia,859.7440999999999
2016-09-30,Illinois,2309.9921
2016-09-30,Indiana,1501.4108
2016-09-30,Iowa,1035.4229999999998
2016-09-30,Louisiana,425.8752
2016-09-30,Maryland,2006.3792000000003
2016-09-30,Massachusetts,2392.2396000000003
2016-09-30,Michigan,410.11749999999995
2016-09-30,Minnesota,22.7284
2016-09-30,Nevada,29.059800000000003
2016-09-30,New Hampshire,36.36860000000001
2016-09-30,New Jersey,339.599
2016-09-30,New Mexico,6.216
2016-09-30,New York,13060.029099999998
2016-09-30,North Carolina,289.7273
2016-09-30,Ohio,85.0858
2016-09-30,Oklahoma,616.1538
2016-09-30,Oregon,16.5954
2016-09-30,Pennsylvania,7983.9337000000005
2016-09-30,South Carolina,3140.0569
2016-09-30,Tennessee,3471.5721
2016-09-30,Texas,3395.0921000000008
2016-09-30,Utah,1598.4576000000002
2016-09-30,Virginia,208.81099999999998
2016-09-30,Washington,1185.7207999999998
2016-08-31,Arizona,2233.6113
2016-08-31,California,3564.212000000001
2016-08-31,Florida,2.9375999999999998
2016-08-31,Georgia,780.9875000000001
2016-08-31,Idaho,2.1889
2016-08-31,Illinois,64.746
2016-08-31,Indiana,5.7936
2016-08-31,Kentucky,2206.9309999999996
2016-08-31,Maryland,57.4092
2016-08-31,Massachusetts,374.721
2016-08-31,Michigan,544.1157000000001
2016-08-31,Minnesota,157.6662
2016-08-31,Mississippi,134.23199999999997
2016-08-31,Missouri,231.0186
2016-08-31,New York,3257.1613999999995
2016-08-31,North Carolina,90.63210000000001
2016-08-31,Ohio,1106.7451
2016-08-31,Oregon,1162.5354
2016-08-31,Pennsylvania,3066.8822999999998
2016-08-31,Rhode Island,340.6997
2016-08-31,Texas,3560.8458000000005
2016-08-31,Virginia,359.7608
2016-08-31,Washington,520.7388
2016-08-31,Wisconsin,639.2819999999999
2016-07-31,Alabama,368.3662
2016-07-31,Arizona,2499.5856
2016-07-31,California,4149.8063999999995
2016-07-31,Delaware,876.7902
2016-07-31,Florida,243.9546
2016-07-31,Georgia,183.305
2016-07-31,Illinois,4605.6336
2016-07-31,Indiana,958.7787999999999
2016-07-31,Kentucky,568.3663
2016-07-31,Maryland,886.2166
2016-07-31,Massachusetts,309.04999999999995
2016-07-31,Michigan,10.07
2016-07-31,Nebraska,197.08540000000002
2016-07-31,New Jersey,8.2288
2016-07-31,New York,6073.135800000001
2016-07-31,North Carolina,219.9883
2016-07-31,Ohio,869.742
2016-07-31,Pennsylvania,1632.9848000000002
2016-07-31,Tennessee,4.3215
2016-07-31,Texas,702.5150000000001
2016-07-31,Washington,1278.0981
2016-07-31,Wisconsin,813.9704
2016-06-30,Alabama,630.0056999999999
2016-06-30,Arizona,624.2462
2016-06-30,California,1932.0132999999998
2016-06-30,Colorado,110.20100000000001
2016-06-30,Connecticut,82.738
2016-06-30,Delaware,24.817
2016-06-30,Florida,4534.1063
2016-06-30,Georgia,169.7558
2016-06-30,Idaho,394.5689
2016-06-30,Illinois,2106.8463999999994
2016-06-30,Indiana,24.3738
2016-06-30,Louisiana,138.8322
2016-06-30,Maine,73.8142
2016-06-30,Michigan,523.6292000000001
2016-06-30,Minnesota,1797.4880000000003
2016-06-30,Missouri,5.808000000000001
2016-06-30,New Jersey,190.83860000000004
2016-06-30,New York,5121.6535
2016-06-30,Ohio,30.5726
2016-06-30,Pennsylvania,388.72679999999997
2016-06-30,Tennessee,610.9635999999999
2016-06-30,Texas,1529.2242
2016-06-30,Utah,1538.7038
2016-06-30,Virginia,1328.7876
2016-06-30,Washington,715.5669
2016-05-31,Arizona,315.2512
2016-05-31,California,7299.445499999999
2016-05-31,Colorado,1037.5898
2016-05-31,District of Columbia,1695.8765
2016-05-31,Florida,471.856
2016-05-31,Georgia,9.149400000000002
2016-05-31,Illinois,1631.9658000000002
2016-05-31,Indiana,90.6696
2016-05-31,Kansas,80.9876
2016-05-31,Kentucky,49.560300000000005
2016-05-31,Massachusetts,191.9606
2016-05-31,Michigan,2712.2652
2016-05-31,Minnesota,406.932
2016-05-31,New York,2417.8280000000004
2016-05-31,North Carolina,400.7916
2016-05-31,Ohio,1796.1282000000003
2016-05-31,Oregon,4.6576
2016-05-31,Pennsylvania,1645.7578
2016-05-31,Rhode Island,37.5585
2016-05-31,South Carolina,98.9457
2016-05-31,Tennessee,1541.7942000000003
2016-05-31,Texas,3047.7995
2016-05-31,Washington,40.22239999999999
2016-04-30,Arizona,122.0316
2016-04-30,California,6936.2882
2016-04-30,Connecticut,225.78539999999998
2016-04-30,Florida,419.76370000000003
2016-04-30,Georgia,514.6473
2016-04-30,Illinois,2089.7087
2016-04-30,Indiana,136.1971
2016-04-30,Kentucky,664.1972000000001
2016-04-30,Louisiana,64.965
2016-04-30,Michigan,1046.8594
2016-04-30,Nebraska,9.4122
2016-04-30,New Mexico,12.4936
2016-04-30,New York,1056.7033000000001
2016-04-30,North Carolina,31.768199999999997
2016-04-30,Ohio,309.3221
2016-04-30,Oregon,32.5674
2016-04-30,Pennsylvania,1943.2494
2016-04-30,Tennessee,273.5096
2016-04-30,Texas,5520.943299999998
2016-04-30,Virginia,1905.0695999999998
2016-04-30,Washington,403.6632
2016-04-30,Wisconsin,237.70799999999997
2016-03-31,Alabama,268.7589
2016-03-31,California,4344.0341
2016-03-31,Colorado,2.5134
2016-03-31,Delaware,536.1247000000001
2016-03-31,Florida,1683.1767
2016-03-31,Georgia,3252.4105999999997
2016-03-31,Illinois,1163.2441999999999
2016-03-31,Indiana,119.9845
2016-03-31,Maryland,64.6704
2016-03-31,Massachusetts,14.133999999999999
2016-03-31,New Hampshire,365.04900000000004
2016-03-31,New York,2785.5262
2016-03-31,North Carolina,1034.0777
2016-03-31,Oregon,26.7399
2016-03-31,Pennsylvania,763.2017999999999
2016-03-31,Rhode Island,627.0642
2016-03-31,South Carolina,44.7196
2016-03-31,Tennessee,535.6976
2016-03-31,Texas,2681.4318
2016-03-31,Utah,15.0984
2016-03-31,Washington,7216.9737000000005
2016-03-31,Wisconsin,1962.1165
2016-02-29,Arkansas,26.991
2016-02-29,California,2802.7071
2016-02-29,Delaware,1207.8702
2016-02-29,Georgia,39.495599999999996
2016-02-29,Illinois,389.961
2016-02-29,Kansas,13.287899999999999
2016-02-29,Maryland,1270.99
2016-02-29,Michigan,58.7264
2016-02-29,Minnesota,60.35340000000001
2016-02-29,Nebraska,116.3042
2016-02-29,New Hampshire,19.734
2016-02-29,New Jersey,212.2246
2016-02-29,New Mexico,26.033599999999996
2016-02-29,New York,558.0156999999999
2016-02-29,Ohio,655.3623
2016-02-29,Pennsylvania,91.1505
2016-02-29,Texas,940.1005999999999
2016-02-29,Utah,8.0454
2016-02-29,Virginia,331.75949999999995
2016-02-29,Washington,3.7488
2016-02-29,Wisconsin,687.5295
2016-01-31,Alabama,325.9392
2016-01-31,Arizona,1011.9725000000001
2016-01-31,California,5798.3364
2016-01-31,Colorado,23.6446
2016-01-31,Delaware,425.122
2016-01-31,Florida,10.988
2016-01-31,Georgia,5.0082
2016-01-31,Illinois,669.991
2016-01-31,Kentucky,232.9903
2016-01-31,Massachusetts,2059.3798
2016-01-31,Michigan,6.9864
2016-01-31,Minnesota,126.33
2016-01-31,Missouri,49.474599999999995
